num_cicloe,calle_prin,calle_secu,colonia,alcaldia,latitud,longitud,sitio_de_e,sistema,estatus
518,Avenida Heliopolis,Norte 79A,Claveria,Azcapotzalco,19.468315,-99.177386,Arroyo,Ecobici,Pendientes de instalación
671,Plateros,Mercaderes,San Jose Insurgentes,Benito Juárez,19.364983,-99.185821,Arroyo,Ecobici,Pendientes de instalación
688,Panzacola,Avenida Miguel Angel de Quevedo,Barrio De Santa Catarina,Coyoacan,19.346975,-99.178791,Arroyo,Ecobici,Pendientes de instalación
689,G. Perez Valenzuela,Tlapancalco,Santa Catarina,Coyoacan,19.351426,-99.175455,Arroyo,Ecobici,Pendientes de instalación
690,Ignacio Zaragoza,Avenida Miguel Angel de Quevedo,Santa Catarina,Coyoacan,19.346492,-99.173818,Arroyo,Ecobici,Pendientes de instalación
692,Presidente Carranza,Francisco Sosa,Santa Catarina,Coyoacan,19.349149,-99.169646,Arroyo,Ecobici,Pendientes de instalación
655,Viena,Gomez Farias,Del Carmen,Coyoacan,19.35720312,-99.16038025,Arroyo,Ecobici,Pendientes de instalación
698,Felipe Carrillo Puerto,Avenida Miguel Angel de Quevedo,Villa Coyoacan,Coyoacan,19.34512,-99.164053,Arroyo,Ecobici,Pendientes de instalación
700,Abasolo,Avenida Miguel Hidalgo,Del Carmen,Coyoacan,19.350062,-99.160024,Arroyo,Ecobici,Pendientes de instalación
703,Avenida Miguel Hidalgo,Calzada General Anaya,Del Carmen,Coyoacan,19.350776,-99.155379,Arroyo,Ecobici,Pendientes de instalación
702,Fernandez Leal,Plaza de la Conchita,Barrio la Concepción,Coyoacan,19.347246,-99.15857,Arroyo,Ecobici,Pendientes de instalación
704,Pacifico,Asia,Barrio la Concepción,Coyoacan,19.344976,-99.157824,Arroyo,Ecobici,Pendientes de instalación
695,Malintzin,Allende,Del Carmen,Coyoacan,19.352121,-99.162168,Arroyo,Ecobici,Pendientes de instalación
693,Xicotencatl,Vicente Guerrero,Del Carmen,Coyoacan,19.352531,-99.164913,Arroyo,Ecobici,Pendientes de instalación
696,Avenida Mexico,Centenario,Del Carmen,Coyoacan,19.351212,-99.164239,Arroyo,Ecobici,Pendientes de instalación
709,Inglaterra,Antigua Taxqueña,Parque San Andres,Coyoacan,19.344271,-99.149973,Arroyo,Ecobici,Pendientes de instalación
708,Irlanda,Canada,Parque San Andres,Coyoacan,19.346489,-99.145828,Arroyo,Ecobici,Pendientes de instalación
706,Canada,Acolotitla,Barrio San Lucas,Coyoacan,19.347503,-99.15244,Arroyo,Ecobici,Pendientes de instalación
651,Heroes del 47,Avenida División del Norte,San Mateo,Coyoacan,19.351578,-99.150941,Arroyo,Ecobici,Pendientes de instalación
652,Xicotencatl,Division del Norte,Del Carmen,Coyoacan,19.354876,-99.153611,Arroyo,Ecobici,Pendientes de instalación
650,20 de Agosto,Calzada General Anaya,San Diego Churubusco,Coyoacan,19.354488,-99.149267,Arroyo,Ecobici,Pendientes de instalación
648,20 de Agosto,Calzada de Tlalpan,San Mateo,Coyoacan,19.353844,-99.146486,Arroyo,Ecobici,Pendientes de instalación
645,Saratoga,Ajusco,Portales,Benito Juárez,19.358634,-99.152732,Arroyo,Ecobici,Pendientes de instalación
646,Avenida Nevado,Canarias,Portales,Benito Juárez,19.359701,-99.14825,Arroyo,Ecobici,Pendientes de instalación
638,Antillas,Avenida de la Repulica,Portales,Benito Juárez,19.3632,-99.143729,Arroyo,Ecobici,Pendientes de instalación
643,Filipinas,Av. Pirineos,Portales,Benito Juárez,19.362323,-99.148805,Arroyo,Ecobici,Pendientes de instalación
639,Bulgaria,Rumania,Portales,Benito Juárez,19.364528,-99.146988,Arroyo,Ecobici,Pendientes de instalación
641,Sevilla,Avenida Emperadores,Portales,Benito Juárez,19.366872,-99.152086,Arroyo,Ecobici,Pendientes de instalación
640,Odesa,Bulgaria,Portales,Benito Juárez,19.367465,-99.148786,Arroyo,Ecobici,Pendientes de instalación
636,Ajusco,Antillas,Portales,Benito Juárez,19.367169,-99.142941,Arroyo,Ecobici,Pendientes de instalación
635,Calzada Santa Cruz,Antillas,Portales,Benito Juárez,19.370586,-99.142294,Arroyo,Ecobici,Pendientes de instalación
634,Rumania,Avenida Victor Hugo,Portales,Benito Juárez,19.370133,-99.145866,Arroyo,Ecobici,Pendientes de instalación
632,Victor Hugo,Sevilla,Portales,Benito Juárez,19.370891,-99.151577,Arroyo,Ecobici,Pendientes de instalación
631,Miguel Laurent,Eje Central,Portales,Benito Juárez,19.372907,-99.149207,Arroyo,Ecobici,Pendientes de instalación
623,Fernando Montes de Oca,Antonio Rodriguez,San Simón Ticuman,Benito Juárez,19.375518,-99.144118,Arroyo,Ecobici,Pendientes de instalación
624,Luis Spota,Eje Central Lazaro Cardenas,San Simón Ticuman,Benito Juárez,19.377516,-99.148116,Arroyo,Ecobici,Pendientes de instalación
618,Bartolome R. Salido,Edzna,Vertiz Narvarte,Benito Juárez,19.381824,-99.148086,Arroyo,Ecobici,Pendientes de instalación
630,Cuicuilco,Motozintla,Letran Valle,Benito Juárez,19.375677,-99.152953,Arroyo,Ecobici,Pendientes de instalación
621,Lago Poniente,Calzada de Tlalpan,Americas Unidas,Benito Juárez,19.379458,-99.140943,Arroyo,Ecobici,Pendientes de instalación
626,San Borja,Peten,Vertiz Narvarte,Benito Juárez,19.382115,-99.153988,Arroyo,Ecobici,Pendientes de instalación
620,Fernando Montes de Oca,Priv. Lago,Americas Unidas,Benito Juárez,19.381804,-99.142997,Arroyo,Ecobici,Pendientes de instalación
617,Mitla,Eje 5 Sur,Narvarte,Benito Juárez,19.384589,-99.150517,Arroyo,Ecobici,Pendientes de instalación
615,Tajin,Avenida Universidad,Narvarte,Benito Juárez,19.38748,-99.153876,Arroyo,Ecobici,Pendientes de instalación
612,Torres Adalid,Cumbres de Maltrata,Narvarte,Benito Juárez,19.388148,-99.148446,Arroyo,Ecobici,Pendientes de instalación
610,Niños Heroes de Chapultepec,Victor Hugo,Niños Heroes de Chapultepec,Benito Juárez,19.387271,-99.143744,Arroyo,Ecobici,Pendientes de instalación
609,Romero,Calzada de Tlalpan,Americas Unidas,Benito Juárez,19.384623,-99.139817,Arroyo,Ecobici,Pendientes de instalación
608,Ahorro Postal,Francisco Marquez,Josefa Ortiz de Dominguez,Benito Juárez,19.388373,-99.139746,Arroyo,Ecobici,Pendientes de instalación
604,Andalucia,Carteros,Postal,Benito Juárez,19.390945,-99.142972,Arroyo,Ecobici,Pendientes de instalación
606,Aragon,Eje 4 Xola,Alamos,Benito Juárez,19.394481,-99.138924,Arroyo,Ecobici,Pendientes de instalación
603,Castilla,Eje 4 sur Xola,Alamos,Benito Juárez,19.394422,-99.143291,Arroyo,Ecobici,Pendientes de instalación
602,Correspondencia,Eje Central Lazaro Cardenas,Postal,Benito Juárez,19.392523,-99.146194,Arroyo,Ecobici,Pendientes de instalación
600,Cumbres de Acultzingo,Avenida Universidad,Narvarte,Benito Juárez,19.392463,-99.150544,Arroyo,Ecobici,Pendientes de instalación
614,Luz Saviñon,Yacatas,Narvarte,Benito Juárez,19.390736,-99.155894,Arroyo,Ecobici,Pendientes de instalación
596,Cumbres de Maltrata,Uxmal,Narvarte,Benito Juárez,19.395205,-99.155049,Arroyo,Ecobici,Pendientes de instalación
597,Diagonal San Antonio,Icacos,Narvarte,Benito Juárez,19.398858,-99.151211,Arroyo,Ecobici,Pendientes de instalación
594,Xochicalco,Obrero Mundial,Piedad Narvarte,Benito Juárez,19.402277,-99.153294,Arroyo,Ecobici,Pendientes de instalación
593,Zempoala,Diagonal de San Antonio,Narvarte,Benito Juárez,19.400943,-99.147989,Arroyo,Ecobici,Pendientes de instalación
591,Bolivar,La coruña,Alamos,Benito Juárez,19.402088,-99.142976,Arroyo,Ecobici,Pendientes de instalación
590,Avenida Fernando,Isabel la Catolica,Alamos,Benito Juárez,19.399172,-99.140625,Arroyo,Ecobici,Pendientes de instalación
588,Avenida Fernando,La coruña,Alamos,Benito Juárez,19.401239,-99.137404,Arroyo,Ecobici,Pendientes de instalación
556,Plaza Tlaxcoaque,Diagonal 20 de noviembre,Centro,Cuauhtémoc,19.423056,-99.134941,Arroyo,Ecobici,Pendientes de instalación
558,Chimalpopoca,Bolivar,Centro,Cuauhtémoc,19.4223,-99.139872,Arroyo,Ecobici,Pendientes de instalación
557,5 de Febrero,Fernando de Alva Ixtlilxochitl,Obrera,Cuauhtémoc,19.41981,-99.135941,Arroyo,Ecobici,Pendientes de instalación
562,Claudio Bernard,Jose Maria Vertiz,Doctores,Cuauhtémoc,19.42037,-99.146818,Arroyo,Ecobici,Pendientes de instalación
564,Doctor Carmona y Valle,Doctor Velasco,Doctores,Cuauhtémoc,19.419509,-99.153227,Arroyo,Ecobici,Pendientes de instalación
566,Doctor Jimenez,Doctor Garcia Diego,Doctores,Cuauhtémoc,19.416209,-99.149471,Arroyo,Ecobici,Pendientes de instalación
568,Doctor Barragan,Doctor Erazo,Doctores,Cuauhtémoc,19.418013,-99.144598,Arroyo,Ecobici,Pendientes de instalación
570,Alfredo Chavero,Bolivar,Obrera,Cuauhtémoc,19.417553,-99.140476,Arroyo,Ecobici,Pendientes de instalación
571,Manuel M. Flores,Calzada San Antonio Abad,Obrera,Cuauhtémoc,19.416221,-99.134909,Arroyo,Ecobici,Pendientes de instalación
576,Doctor Arce,Jose Maria Vertiz,Doctores,Cuauhtémoc,19.413469,-99.14825,Arroyo,Ecobici,Pendientes de instalación
579,Doctor Marquez,Privada Doctor Duran,Doctores,Cuauhtémoc,19.410884,-99.144975,Arroyo,Ecobici,Pendientes de instalación
573,Fernando Ramirez,Isabel la Catolica,Obrera,Cuauhtémoc,19.412853,-99.138723,Arroyo,Ecobici,Pendientes de instalación
582,Antonio Solis,Calzada San Antonio Abad,Obrera,Cuauhtémoc,19.409617,-99.136554,Arroyo,Ecobici,Pendientes de instalación
580,Antonio Solis,Bolivar,Obrera,Cuauhtémoc,19.409817,-99.141643,Arroyo,Ecobici,Pendientes de instalación
584,Enrique Granados,Jose Peon Contreras (Eje 3),Algarin,Cuauhtémoc,19.40697,-99.14383,Arroyo,Ecobici,Pendientes de instalación
578,Doctor Jimenez,Doctor Federico Gomez Santos,Doctores,Cuauhtémoc,19.408649,-99.151126,Arroyo,Ecobici,Pendientes de instalación
586,Bernardo Couto,Juan E. Hernandez y Davalos,Algarin,Cuauhtémoc,19.406458,-99.138735,Arroyo,Ecobici,Pendientes de instalación
673,Miguel Noreña,José María Ibarrarán,San Jose Insurgentes,Benito Juárez,19.363153,-99.186963,Arroyo,Ecobici,Pendientes de instalación
672,Jose Maria Velasco,Damas,San Jose Insurgentes,Benito Juárez,19.36295,-99.183161,Arroyo,Ecobici,Pendientes de instalación
661,Madrid,Avenida Universidad,Del Carmen,Coyoacan,19.35675,-99.171769,Arroyo,Ecobici,Pendientes de instalación
687,Francisco Sosa,Panzacola,Santa Catarina,Coyoacan,19.349307,-99.179074,Arroyo,Ecobici,Pendientes de instalación
691,Melchor Ocampo,Dulce Olivia,Santa Catarina,Coyoacan,19.347283,-99.170834,Arroyo,Ecobici,Pendientes de instalación
694,Ignacio Aldama,Centenario,Del Carmen,Coyoacan,19.353243,-99.163753,Arroyo,Ecobici,Pendientes de instalación
697,Francisco Sosa,Tres Cruces,Villa Coyoacan,Coyoacan,19.349277,-99.164921,Arroyo,Ecobici,Pendientes de instalación
699,Felipe Carrillo Puerto,San Gregorio,Villa Coyoacan,Coyoacan,19.346926,-99.163719,Arroyo,Ecobici,Pendientes de instalación
701,Cuauhtémoc,Morelos,Del Carmen,Coyoacan,19.352052,-99.157981,Arroyo,Ecobici,Pendientes de instalación
654,Londres,San Pedro,Del Carmen,Coyoacan,19.355942,-99.157461,Arroyo,Ecobici,Pendientes de instalación
653,Londres,Avenida División del Norte,Del Carmen,Coyoacan,19.356685,-99.153272,Arroyo,Ecobici,Pendientes de instalación
705,America,Vicente Garcia Torres,Parque San Andres,Coyoacan,19.344021,-99.154763,Arroyo,Ecobici,Pendientes de instalación
707,Irlanda,Division del Norte,Parque San Andres,Coyoacan,19.348443,-99.149633,Arroyo,Ecobici,Pendientes de instalación
649,Heroes del 47,J. Aguilar y Lopez,San Mateo,Coyoacan,19.35072,-99.146786,Arroyo,Ecobici,Pendientes de instalación
644,Monrovia,Avenida Popocatepetl (Eje 8 Sur),Portales,Benito Juárez,19.361371,-99.150619,Arroyo,Ecobici,Pendientes de instalación
647,Alhambra,Avenida Nevado,Portales,Benito Juárez,19.359093,-99.145247,Arroyo,Ecobici,Pendientes de instalación
642,Avenida Republicas,Monrovia,Portales,Benito Juárez,19.364001,-99.150422,Arroyo,Ecobici,Pendientes de instalación
637,Ajusco,Emperadores,Portales,Benito Juárez,19.36576,-99.144413,Arroyo,Ecobici,Pendientes de instalación
633,Canarias,Calzada Santa Cruz,San Simón Ticuman,Benito Juárez,19.372175,-99.146356,Arroyo,Ecobici,Pendientes de instalación
622,Fernando Montes de Oca,Eje 6 Sur,San Simón Ticuman,Benito Juárez,19.378362,-99.144007,Arroyo,Ecobici,Pendientes de instalación
619,Kiff,Rafael Solana Verduguillo,Independencia,Benito Juárez,19.381277,-99.145804,Arroyo,Ecobici,Pendientes de instalación
625,Zempoala,Eje 6 Sur,Independencia,Benito Juárez,19.379521,-99.150052,Arroyo,Ecobici,Pendientes de instalación
629,Tajin,Chichen Itza,Letran Valle,Benito Juárez,19.376367,-99.155872,Arroyo,Ecobici,Pendientes de instalación
628,Tenayuca,Chichen Itza,Letran Valle,Benito Juárez,19.378281,-99.15841,Arroyo,Ecobici,Pendientes de instalación
627,Yacatas,San Borja,Narvarte,Benito Juárez,19.383387,-99.157037,Arroyo,Ecobici,Pendientes de instalación
616,Palenque,Eje 5 Sur,Vertiz Narvarte,Benito Juárez,19.384778,-99.153023,Arroyo,Ecobici,Pendientes de instalación
611,Miguel Negrete,Avenida Niños Heroes de Chapultepec,Niños Heroes de Chapultepec,Benito Juárez,19.387506,-99.146338,Arroyo,Ecobici,Pendientes de instalación
607,Union Postal,Calzada de Tlalpan,Postal,Benito Juárez,19.390924,-99.13895,Arroyo,Ecobici,Pendientes de instalación
605,5 de Febrero,Alfonso XIII,Alamos,Benito Juárez,19.39516,-99.139532,Arroyo,Ecobici,Pendientes de instalación
589,Cadiz,Calzada de Tlalpan,Alamos,Benito Juárez,19.39859,-99.137732,Arroyo,Ecobici,Pendientes de instalación
601,Avenida Fernando,Navarra,Alamos,Benito Juárez,19.396026,-99.145377,Arroyo,Ecobici,Pendientes de instalación
592,Cadiz,Eje Central Lazaro Cardenas,Alamos,Benito Juárez,19.399664,-99.145136,Arroyo,Ecobici,Pendientes de instalación
599,Zempoala,La Morena,Narvarte,Benito Juárez,19.397973,-99.148022,Arroyo,Ecobici,Pendientes de instalación
595,Yacatas,Diagonal de San Antonio,Narvarte,Benito Juárez,19.396983,-99.155114,Arroyo,Ecobici,Pendientes de instalación
598,Peten,Cumbres de Maltrata,Narvarte,Benito Juárez,19.393572,-99.152638,Arroyo,Ecobici,Pendientes de instalación
613,Luz Saviñon,Doctor Jose Maria Vertiz,Narvarte,Benito Juárez,19.390019,-99.15111,Arroyo,Ecobici,Pendientes de instalación
513,Cairo,Nilo,Claveria,Azcapotzalco,19.467321,-99.185425,Arroyo,Ecobici,Pendientes de instalación
516,Texcoco,Nilo,Claveria,Azcapotzalco,19.46669,-99.180302,Arroyo,Ecobici,Pendientes de instalación
511,Irapuato,Egipto,Claveria,Azcapotzalco,19.463422,-99.181721,Arroyo,Ecobici,Pendientes de instalación
506,Mar Mediterraneo,Mar Arabigo,Tacuba,Miguel Hidalgo,19.459553,-99.185111,Arroyo,Ecobici,Pendientes de instalación
509,Itaca,Avenida Cuitláhuac,San Alvaro,Azcapotzalco,19.459739,-99.178642,Arroyo,Ecobici,Pendientes de instalación
519,Poniente 58,Avenida Cuitlahuac,Obrero Popular,Azcapotzalco,19.464891,-99.177242,Arroyo,Ecobici,Pendientes de instalación
520,Norte 77,Poniente 62,Obrero Popular,Azcapotzalco,19.467091,-99.176339,Arroyo,Ecobici,Pendientes de instalación
524,Malvon,Guanabana,Hogar y Seguridad,Azcapotzalco,19.468246,-99.168165,Arroyo,Ecobici,Pendientes de instalación
526,Toronjil,Mejorana,Ignacio Allende,Azcapotzalco,19.466937,-99.162948,Arroyo,Ecobici,Pendientes de instalación
527,Boldo,Alcanfores,Nueva Santa Maria,Azcapotzalco,19.464826,-99.163177,Arroyo,Ecobici,Pendientes de instalación
529,Avenida Plan de San Luis,Clavelinas,Nueva Santa Maria,Azcapotzalco,19.465552,-99.166851,Arroyo,Ecobici,Pendientes de instalación
535,Avenida Jardin,Artemisa,Tlatilco,Azcapotzalco,19.46054,-99.162971,Arroyo,Ecobici,Pendientes de instalación
532,Biologo Maximino Martinez,Calzada Cmarones,San Salvador Xochimanca,Azcapotzalco,19.460911,-99.1714,Arroyo,Ecobici,Pendientes de instalación
499,Avenida de los Maestros,Calzada de los Gallos,Agricultura,Miguel Hidalgo,19.455986,-99.165966,Arroyo,Ecobici,Pendientes de instalación
500,Plan de Guadalupe /Ferrocarril de Cuernavaca,Calzada de los Gallos,Plutarco Elias Calles,Miguel Hidalgo,19.456571,-99.169666,Arroyo,Ecobici,Pendientes de instalación
503,Nextitla,Mar Egeo,Nextitla,Miguel Hidalgo,19.455531,-99.175222,Arroyo,Ecobici,Pendientes de instalación
481,Lago Garda,Marano Escobedo,Popotla,Miguel Hidalgo,19.449367,-99.182461,Arroyo,Ecobici,Pendientes de instalación
482,Lago Xochimilco,Laguna de San Cristobal,Anahuac,Miguel Hidalgo,19.444826,-99.178393,Arroyo,Ecobici,Pendientes de instalación
491,Colegio Salesiano,Lago Catemaco,Anahuac,Miguel Hidalgo,19.449405,-99.176635,Arroyo,Ecobici,Pendientes de instalación
484,Laguna de Mayran,Marina Nacional,Anahuac,Miguel Hidalgo,19.440601,-99.175647,Arroyo,Ecobici,Pendientes de instalación
486,Izcoatl,Circuito Interior Melchor Ocampo,Tlaxpana,Miguel Hidalgo,19.437334,-99.169573,Arroyo,Ecobici,Pendientes de instalación
488,Lago Tlahuac,Laguna de San Cristobal,Anahuac,Miguel Hidalgo,19.44435,-99.172714,Arroyo,Ecobici,Pendientes de instalación
494,Tlaloc,Calzada Mexico Tacuba,Tlaxpana,Miguel Hidalgo,19.444053,-99.167429,Arroyo,Ecobici,Pendientes de instalación
537,Fresno,Clavel,Atlampa,Cuauhtémoc,19.457594,-99.159455,Arroyo,Ecobici,Pendientes de instalación
538,Eligio Ancona,Avenida Tecnico Industrial Circuito,Santa Maria la Ribera,Cuauhtémoc,19.453663,-99.163756,Arroyo,Ecobici,Pendientes de instalación
545,Sabino,Salvador Diaz Miron,Santa Maria la Ribera,Cuauhtémoc,19.449104,-99.159931,Arroyo,Ecobici,Pendientes de instalación
543,Jaime Torres Bodet,Manuel Carpio,Santa Maria la Ribera,Cuauhtémoc,19.450506,-99.157375,Arroyo,Ecobici,Pendientes de instalación
547,Salvador Diaz Miron,Avenida Insurgentes Norte,Santa Maria la Ribera,Cuauhtémoc,19.448164,-99.153322,Arroyo,Ecobici,Pendientes de instalación
540,Eucalipto,Ricardo Flores Magon,Santa Maria la Ribera,Cuauhtémoc,19.453975,-99.152525,Arroyo,Ecobici,Pendientes de instalación
561,Dr. Jimenez,Dr. Lavista,Doctores,Cuauhtémoc,19.423673,-99.147957,Arroyo,Ecobici,Pendientes de instalación
563,Doctor Velasco,Niños Heroes,Doctores,Cuauhtémoc,19.419444,-99.149776,Arroyo,Ecobici,Pendientes de instalación
565,Doctor Martinez del Rio,Doctor Lucio,Doctores,Cuauhtémoc,19.417688,-99.1527,Arroyo,Ecobici,Pendientes de instalación
577,Doctor Marquez,Doctor Jimenez,Doctores,Cuauhtémoc,19.411609,-99.15314,Arroyo,Ecobici,Pendientes de instalación
585,Jose Toribio Medina,Manuel Navarrete,Algarin,Cuauhtémoc,19.405358,-99.14316,Arroyo,Ecobici,Pendientes de instalación
587,Jose Toribio Medina,Marcelino Davalos,Algarin,Cuauhtémoc,19.404654,-99.136966,Arroyo,Ecobici,Pendientes de instalación
583,Angel del Campo,5 de Febrero,Obrera,Cuauhtémoc,19.408087,-99.137763,Arroyo,Ecobici,Pendientes de instalación
581,Jose Maria Roa Barcenas,Calzada San Antonio Abad,Obrera,Cuauhtémoc,19.411421,-99.135867,Arroyo,Ecobici,Pendientes de instalación
572,Manuel J. Othon,5 de Febrero,Obrera,Cuauhtémoc,19.414595,-99.135886,Arroyo,Ecobici,Pendientes de instalación
574,Jose Maria Roa Barcenas,Bolivar,Obrera,Cuauhtémoc,19.411751,-99.141722,Arroyo,Ecobici,Pendientes de instalación
575,Fernando Ramirez,Eje Central,Obrera,Cuauhtémoc,19.413235,-99.143476,Arroyo,Ecobici,Pendientes de instalación
569,Gutierrez Najera,Bolivar,Obrera,Cuauhtémoc,19.415713,-99.141227,Arroyo,Ecobici,Pendientes de instalación
567,Doctor Martinez del Rio,Doctor Jose Terres,Doctores,Cuauhtémoc,19.417133,-99.145649,Arroyo,Ecobici,Pendientes de instalación
559,Fernando de Alva Ixtlilxochitl,Diagonal 20 de noviembre,Obrera,Cuauhtémoc,19.420029,-99.140999,Arroyo,Ecobici,Pendientes de instalación
560,Doctor Liceaga,Eje Central,Doctores,Cuauhtémoc,19.421599,-99.143408,Arroyo,Ecobici,Pendientes de instalación
